pathway	SRS011271	SRS013216	SRS013234	SRS013252	SRS013261	SRS011405	SRS011452	SRS013502	SRS013506	SRS017304	SRS011529	SRS013638	SRS013687	SRS013705	SRS013711	SRS013723	SRS013825	SRS014271	SRS014287	SRS014235	SRS014343	SRS014613	SRS014629	SRS014923	SRS015133	SRS015174	SRS015190	SRS015395	SRS015425	SRS015450	SRS015470	SRS015574	SRS015578	SRS015663	SRS015762	SRS015782	SRS015854	SRS015921	SRS015960	SRS016002	SRS016018	SRS016056	SRS016095	SRS016111	SRS044902	SRS016203	SRS016225	SRS016267	SRS016319	SRS016331	SRS016335	SRS016437	SRS016517	SRS016529	SRS016533	SRS016541	SRS016553	SRS016559	SRS016600	SRS016753	SRS011584	SRS011586	SRS016990	SRS016954	SRS017076	SRS017080	SRS017088	SRS017103	SRS017127	SRS017139	SRS017191	SRS017209	SRS017215	SRS017227	SRS017307	SRS017497	SRS017521	SRS017533	SRS017537	SRS017701	SRS017713	SRS017788	SRS017821	SRS017849	SRS017851	SRS018133	SRS018145	SRS018149	SRS018157	SRS018313	SRS018394	SRS018427	SRS018439	SRS018443	SRS018501	SRS018513	SRS018585	SRS018591	SRS018739	SRS018769	SRS018791	SRS018817	SRS019081	SRS019087	SRS019245	SRS019267	SRS019582	SRS019685	SRS019787	SRS019894	SRS019906	SRS019910	SRS049959	SRS049389	SRS047219	SRS050422	SRS042643	SRS053335	SRS020233	SRS020261	SRS020263	SRS020386	SRS020869	SRS021484	SRS021496	SRS021986	SRS022006	SRS022093	SRS022129	SRS022609	SRS022621	SRS022625	SRS022645	SRS023176	SRS023212	SRS023557	SRS023617	SRS023914	SRS023926	SRS023930	SRS023938	SRS024265	SRS024277	SRS024281	SRS024289	SRS024301	SRS024310	SRS024331	SRS024347	SRS024355	SRS024388	SRS024424	SRS024470	SRS024482	SRS024580	SRS024596	SRS024598	SRS024625	SRS024637	SRS024649	SRS058182	SRS058770	SRS057692	SRS047634	SRS045197	SRS051600	SRS044742	SRS043411	SRS051031	SRS049164	SRS048870	SRS052697	SRS054590	SRS043701	SRS043422	SRS047113	SRS062427	SRS062544	SRS063287	SRS064493	SRS064276	SRS063417	SRS065179	SRS062540	SRS065310	SRS064557	SRS065278	SRS064809	SRS063603	SRS065347	SRS063985
ko03030	2501.8115	1348.7581	815.2981	1634.1346	1262.6923	3186.4592	3220.1554	2776.4038	1092.0192	2995.3196	2530.2769	1393.7585	1207.8369	1579.4881	1193.085	1613.3131	1949.9712	5403.0865	6614.2962	2053.1527	1800.5385	1967.5896	2540.4615	2227.2708	2522.0677	2449.2427	2786.8381	1534.5192	2712.6538	8346.9815	12396.8862	1850.7765	1993.6115	3038.7054	2741.5192	2722.0931	3285.0673	10616.9465	1709.3885	2948.0119	2114.9315	1466.3815	2204.6	2055.4231	3006.7308	2100.1523	2028.8462	1655.8931	2318.8462	2477.4531	2746.1162	1309.6923	1141.1969	2711.2115	1794.2308	1671.9808	1469.6692	2556.8462	1213.8173	1647.1846	3772.7019	4329.3804	1386.9038	1657.1331	1019.2923	1347.8346	1484.3654	1901.0412	2263.3615	2342.8962	1668.2023	1747.8823	1003.7308	1406.8265	776.2615	1446.6731	2494.5996	3367.4385	1916.25	1779.3654	1306.975	1621.7596	2041.7531	1306.3423	1178.6346	1580.8146	1157.4158	1472.6538	1751.8558	1493.8846	1522.2981	1813.6923	2219.3435	1839.7931	1521.0792	1378.7115	1927.0769	2216.4904	2545.9438	1929.4615	1580.1442	1712.1742	7898.3854	7038.5412	2122.8846	2408.8077	5782.0742	2877.8612	1472.6585	1789.4615	2215.3385	2660.2615	1889.8923	2360.7285	5909.9435	6802.1954	11187.2254	3646.6208	1945.3277	2556.1654	3312.0423	1365.2773	1425.0862	1272.1381	1479.1154	1845.4962	2753.2004	1436.6138	1953.6562	3285.9619	3025.0888	3014.0096	1230.3812	2772.6308	1116.9692	1489.8462	3406.2308	1211.2631	1722.7115	1307.4385	1711.6712	2778.905	3050.8462	2777.1635	3790.6481	1794.2815	3045.0	2029.6673	2079.0719	2147.065	1709.0615	2490.8846	1966.1777	1620.0	1189.4135	1130.8462	1159.9231	1455.3185	1216.125	1285.9077	1253.2212	1697.71	1399.9446	1473.5658	9249.1658	1603.5769	2119.2965	2246.7538	2357.6238	3611.7565	1634.78	4528.3523	3436.9908	1539.1815	1518.7981	1411.1808	4370.5615	2580.2885	2298.4038	2171.5115	3354.5912	2042.5288	1186.1923	2170.6442	1925.6942	2393.9915	2141.1731	1806.6462	2371.4504	2571.7308	2418.65
ko03050	0.0	0.0	5.0208	28.5	174.125	0.0	0.0	22.0625	1.375	74.3125	0.0	0.2917	0.0	5.0208	3.7708	32.1667	9.0417	35.8333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	27.2917	0.1667	27.9583	0.0	609.47	392.4583	40.1804	1.6667	0.4583	8.6042	0.0	0.0	231.6529	0.0	20.0417	0.0	0.0	0.0	0.0	0.0	0.0	4.6875	0.0	24.8125	71.625	0.0	0.0	2.7917	10.1667	13.0	52.7083	123.5	0.1667	1.2917	0.0	0.0	0.0833	0.0	0.0	10.2708	20.9792	28.4792	1.0	0.4583	32.3333	0.0	0.6667	0.0	9.0	0.0	0.0	0.125	24.4792	1.8333	0.0	8.0625	8.5208	0.0	151.9375	159.7292	0.1667	1.4583	0.2917	13.8333	0.4167	16.875	0.0	1.9375	1.1875	1.5625	13.9167	105.5417	30.25	20.0208	0.0	20.3958	0.0	263.5038	519.1438	0.0	0.0	0.0	0.0	0.0	16.0417	59.1458	0.625	0.0	8.8958	38.9375	0.75	67.9721	0.0	0.3333	335.4792	386.0208	87.6667	0.2917	0.0	2.25	0.0	167.2083	0.2917	153.7917	0.0	3.3333	1.4167	9.8333	0.0	88.7917	9.2292	14.5417	0.0	5.7292	0.0	14.0417	0.0	7.9792	0.0	54.875	139.2708	0.0	0.1667	3.1042	31.3125	0.0	119.5625	2.4583	173.8333	5.2708	153.5	156.75	0.0	10.7917	24.6042	120.75	0.0	2.2917	7.625	84.5833	105.5417	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0833	0.0	9.6667	40.0417	81.9375	0.0	0.0	30.3333	22.9167	27.8333	0.0	19.3333	12.375	25.6875	0.0	0.0
ko03060	3074.89	1684.3105	1003.4	2038.8	1641.7	3983.5475	4079.402	3356.525	1297.35	3847.14	3012.68	1730.3425	1407.781	1862.615	1364.545	2032.235	2180.025	6343.2	8079.04	2550.334	1765.2	2460.195	2462.65	2732.627	2958.787	2939.785	3451.498	1906.07	2600.25	10861.363	15492.1315	2292.699	2535.73	3441.821	3210.45	3360.9105	4121.125	12859.4525	2053.395	3506.235	2586.494	1850.709	2840.9545	2032.55	3361.45	2630.098	2421.925	1842.144	2776.975	3133.814	3474.7065	1672.6	1436.981	3238.625	1999.35	1992.6	1927.3785	2437.9	1347.725	2139.16	3677.0	5332.0295	1802.325	2042.523	1290.96	1635.59	1887.975	2377.339	2546.49	2923.78	2108.196	2058.14	1175.95	1684.67	932.07	1541.95	3103.955	3908.54	2047.1	2262.425	1574.06	1908.375	2583.366	1714.61	1541.95	2011.542	1336.46	1638.15	2085.275	1789.275	1864.175	2238.375	2608.9495	1991.6395	1747.86	1617.175	2558.5	2696.15	3017.977	1842.9	1908.7	2099.691	10066.0985	9118.5295	2079.55	3053.55	7002.336	3520.081	1646.6895	2170.925	2707.355	3345.4	2203.105	2804.14	7179.721	8490.391	13357.6525	4503.154	2374.229	3278.42	4220.46	1837.2185	1762.7635	1610.253	1738.675	2007.015	3735.0935	1757.023	2556.985	4069.0845	3549.585	3326.225	1778.666	3695.03	1506.27	1819.45	3971.075	1329.572	2027.775	1484.89	2155.82	3388.1025	3595.35	2958.65	4586.56	2401.545	2902.9	2603.07	2303.1895	2679.667	2030.27	3276.15	2205.6145	2049.7	1388.7	1471.15	1516.0	1826.3435	1434.075	1591.585	1634.25	2092.998	1632.735	1749.325	11041.815	2216.025	2072.2185	2665.3	2753.769	4417.3035	1995.606	5386.846	4689.598	1957.944	1758.275	1700.197	5483.3295	3051.85	2679.5	2630.855	4152.6435	2022.8	1640.8	2609.125	2353.21	3032.331	2610.875	2032.53	2853.95	2454.05	2786.128
ko03070	1577.5946	822.4765	484.1689	1144.4865	758.0541	1961.4941	1990.5776	1629.9054	668.4189	2132.1908	1499.4595	925.0905	719.8135	992.3484	690.7057	1080.4984	967.75	3228.8243	4731.0703	1319.697	0.0	1271.1586	0.0	1696.0641	1825.3127	1469.1314	1766.3324	894.8568	1187.1081	5536.8549	9776.4703	1256.1186	1330.6946	1965.5341	1665.4459	1804.2003	2165.4324	6761.2459	1089.0014	1726.1246	1389.7692	963.9003	1679.9551	914.8108	1577.4865	1394.6251	1194.5405	908.6835	1460.1622	1662.0668	2368.37	796.7838	748.9268	1500.277	857.8919	910.4595	905.8643	0.0	615.6824	1065.8486	1493.4189	2849.0797	893.0405	1086.0576	674.0986	823.8878	1047.8649	1265.3314	1173.2595	1610.3297	1051.6914	1046.2808	545.1081	1005.4754	506.9392	835.2838	1628.9411	1829.3878	879.2432	1089.7703	774.2338	1136.5405	1285.6335	783.8378	708.2432	979.0227	677.0503	741.2162	1145.7095	930.4324	1040.0743	1197.7162	1327.6146	864.0035	948.1719	929.0135	1155.0811	1400.4122	1560.4154	822.973	957.0743	1114.9651	5192.5514	4535.6819	873.6216	1502.7027	3732.883	1868.4003	889.2532	1063.0473	1319.3703	1714.0351	1219.8581	1415.747	4053.8151	4691.8159	7480.9905	2274.9414	1292.0638	1538.5676	2014.227	818.3211	901.2489	847.3457	899.0338	842.9149	1697.0373	874.2062	1165.8476	2127.0797	1763.307	1479.4932	826.2805	1756.8162	840.373	888.3581	1986.5338	642.9492	1024.9054	683.4486	1259.573	1740.4465	1702.6689	1237.6622	2326.4432	1094.1889	0.0	1347.3662	1062.8819	1493.9722	1004.1838	1621.8784	1025.3819	973.2703	684.5473	678.8919	695.5135	960.9943	689.3041	828.9027	746.9324	1053.7603	817.7124	954.9719	6074.5286	1015.0946	895.9562	1408.1405	1498.6341	2467.6538	1026.0078	2872.2805	2405.8441	994.6003	986.1284	963.6657	2786.8132	1655.7095	1176.027	1250.5757	2307.1673	919.7432	749.973	1229.1892	1175.4973	1482.0416	1377.1959	954.7351	1575.58	0.0	1750.6454
ko03410	1869.7952	1017.1414	657.3214	1218.5476	1097.0	2349.919	2316.049	2228.9524	862.6429	2538.1243	1812.8286	1009.8933	919.5352	1216.471	915.0195	1300.3162	1539.1786	4322.5119	4941.9333	1472.8386	1624.5714	1477.2876	2311.9524	1678.9538	1710.05	1993.9576	1977.5624	1295.4333	2027.0952	7900.3795	10708.1062	1482.001	1429.4381	2083.0833	2111.9405	1988.4895	2446.3452	8858.7395	1255.4881	2330.2076	1558.2595	1034.8905	1617.3562	1916.5714	1845.5238	1595.8795	1605.9286	1199.8786	1807.8095	2032.649	1991.3743	953.0476	842.5462	2178.7857	1443.7143	1468.5	1217.8219	1899.5238	919.8929	1157.0476	3487.4167	3166.8729	961.9286	1165.1176	825.3571	1182.9095	1171.8095	1354.8905	1692.5238	1831.4048	1216.3443	1319.7924	787.381	1066.8519	567.85	935.4524	1809.2614	2642.0238	1447.6905	1267.5238	1059.5119	1191.1071	1390.6452	1108.7524	1022.5238	1047.27	892.4695	1133.7143	1311.0833	1179.7381	1158.3452	1355.3333	1714.0038	1393.4748	1189.4219	1005.6429	1595.9048	1749.2143	1939.5133	1436.4762	1244.7976	1302.7567	6876.19	6679.9452	1967.0476	1763.8095	4390.7052	2099.7486	1067.2248	1413.7738	1756.7143	1883.219	1354.5071	1830.4114	4704.9433	5110.7	8767.0295	2753.6395	1407.7833	2217.0762	2839.5714	1124.8505	1039.7619	950.809	1149.1667	1393.7381	2350.2552	1056.3557	1647.3981	2324.3829	2348.7195	2301.8929	1033.1952	1885.1238	951.8571	1207.0	2654.2381	894.8514	1341.4048	975.2381	1350.631	1800.6471	2378.4048	2082.2738	2964.4405	1541.8495	2262.0	1453.5952	1598.3914	1671.18	1186.8952	2000.5	1519.6414	1373.0952	928.869	981.619	1003.9048	1042.6333	973.75	972.7143	1043.4405	1181.4748	1090.7076	1084.8624	7039.041	1394.2381	1753.2076	1646.0857	1621.831	2682.6533	1250.6571	3200.2824	2369.2557	1091.2238	1097.369	1066.9948	3242.6062	2043.2381	2020.2143	2024.1667	2508.2948	1898.4881	1000.4286	1776.2738	1524.1071	1745.3595	1689.4762	1440.1905	1749.1838	1930.4286	1630.1343
ko03420	1604.7583	819.0337	492.0938	983.6042	943.4167	1935.1233	1949.0704	1636.2708	593.5312	1832.7104	1594.975	861.5496	770.2746	998.5229	724.1771	993.1125	1070.5729	3313.3229	4212.3542	1288.2004	1101.5417	1238.0388	1542.875	1472.0079	1569.3425	1519.1646	1639.0683	975.8042	1761.2917	5396.7183	7739.5383	1146.6638	1251.4792	1891.0108	1693.7917	1735.2338	2097.4479	6247.3279	1020.1375	1755.2062	1300.6679	874.4429	1335.7596	1252.0	1971.5833	1333.4296	1192.6667	915.9179	1484.5417	1573.5333	1663.7588	773.1667	730.5613	1495.875	981.25	1051.4375	962.6367	1662.0833	657.6146	985.8083	2299.9479	2671.9654	828.0208	998.8879	633.6542	857.6667	909.375	1150.4617	1244.4917	1375.2125	1030.6342	1014.6167	552.5833	837.9542	490.6292	923.6458	1536.6625	2002.8042	999.4375	1063.6042	737.4354	982.4688	1227.3904	915.0333	863.9583	919.9517	713.4563	781.0833	1017.5417	923.9583	906.9583	1161.8333	1306.6496	964.2767	967.5292	845.8542	1227.625	1474.3229	1651.9871	1253.4167	1042.8021	1072.7788	4368.8771	4587.7562	1288.0417	1422.875	3731.9438	1770.0954	840.3042	1103.875	1344.6083	1629.6875	1211.6208	1422.5125	3815.2558	4431.7904	7368.6396	2294.5079	1227.5596	1930.3583	2450.175	870.1817	886.4879	791.7138	907.25	950.3979	1846.9942	887.9088	1318.0708	2057.9879	1840.4146	1602.6562	618.4342	1620.6917	748.3083	876.1458	2118.0417	740.3662	1032.4583	722.2417	1018.3812	1600.07	1757.7708	1422.9688	2219.8312	1230.9042	1979.25	1245.4188	1141.8288	1262.9475	997.2083	1418.5208	1080.5475	1152.2917	693.1354	837.8333	852.0833	873.8008	782.4479	781.5292	845.5312	1009.2838	822.0083	885.5312	5402.8042	1078.6667	1356.89	1341.6833	1439.8971	2285.0779	1020.2904	2785.0967	2224.5212	925.4179	895.6667	842.1288	2681.8846	1630.3333	1404.6458	1435.5458	2155.8896	1244.9688	697.6667	1349.6979	1126.2896	1425.7279	1369.4375	1002.525	1425.6458	1667.25	1461.4229
ko03430	3399.8	1725.8387	1080.6957	2100.7174	1447.0	4106.707	4145.8135	3627.3696	1419.8478	3765.7665	3361.3391	1879.0883	1614.4065	2184.0617	1600.9643	2056.3009	2520.7609	7160.2935	9227.9913	2802.6426	2306.4348	2624.7704	3238.7826	3161.6396	3491.3743	3234.3404	3599.7874	1959.0348	3678.0	9993.7974	15609.1939	2358.13	2669.2	4129.6417	3700.2283	3695.6578	4421.9457	13468.6161	2220.7435	3861.3187	2763.2926	1867.4317	2821.4761	2618.4783	3655.6522	2830.8822	2671.7609	2086.9665	3109.0435	3068.1639	3575.4709	1663.0	1582.4396	3553.8804	2288.5652	2039.5435	1761.8713	3468.1739	1576.1739	2093.6435	4793.7174	5766.1243	1803.6304	2178.0343	1343.3152	1736.2196	1904.1957	2465.2426	2858.3043	2954.3696	2221.78	2348.0509	1326.6522	1827.3661	1050.1609	1900.1087	3336.2004	4429.2935	2461.3696	2280.3261	1677.2609	2162.2717	2655.6552	1509.8739	1344.413	2019.1965	1590.8948	1914.3913	2267.413	1955.5	1952.3261	2491.9783	2969.1604	2366.7004	2112.1991	1803.7826	2298.5652	2962.7283	3458.3243	2615.6522	2118.0652	2271.9009	9507.5422	8468.9643	2698.6957	3104.6087	7961.1357	3837.9383	1892.8383	2377.3696	2657.3696	3502.0696	2602.9261	3175.127	8108.4557	9507.4117	15545.5261	4917.5452	2637.8926	2994.3783	3949.413	1629.9009	1919.3222	1665.4461	2019.9457	2373.9891	3304.64	1904.2083	2340.5687	4412.7757	4103.5796	3915.5217	1444.7178	3556.7826	1388.3913	1963.9674	4643.337	1603.6265	2328.0652	1709.8261	2213.4022	3646.6857	4063.337	3580.8587	4865.5326	2127.1435	4130.6087	2657.1565	2690.407	2707.3461	2181.0174	2953.7826	2571.3091	1923.4783	1604.5217	1296.7391	1324.0	1899.0878	1632.0	1614.9565	1479.1413	2186.1213	1886.6774	1980.9926	11927.4513	1894.1739	2805.5965	2965.0261	3137.8361	4896.5722	2178.8596	6289.1887	4707.8735	2035.923	2000.9565	1818.4909	5712.4326	3497.8804	2880.8043	2619.6522	4618.56	2603.4565	1444.6522	2829.837	2471.263	3075.5117	2871.2283	2303.2609	3045.5687	3479.4783	3303.2296
ko03440	3154.88	1634.5453	971.45	1970.8667	1617.0667	3914.7197	3929.8797	3363.7	1329.4417	3618.1797	3172.8433	1791.6217	1504.6293	1948.2137	1430.9397	1942.1837	2300.7167	6528.1167	8534.65	2630.7043	1965.8	2443.0487	2757.9333	2939.1297	3293.91	2965.803	3533.159	1786.3333	3141.2333	9617.764	14914.2427	2207.2437	2600.3333	3873.6723	3360.7917	3420.4517	4106.85	12747.9487	2089.855	3600.278	2564.283	1855.4847	2719.7683	2233.0667	3527.4667	2681.4037	2499.6333	1925.5997	2805.85	2930.9367	3341.2943	1636.6333	1442.2033	3258.2833	2097.4667	1930.8333	1799.8117	2954.7333	1421.45	2109.04	4089.7	5432.806	1789.8	2125.637	1220.9767	1591.0667	1768.7167	2409.2963	2656.9733	2811.7467	2114.821	2149.0803	1213.7333	1713.2187	1003.5983	1712.5167	3100.4487	4028.1567	2212.4333	2232.6167	1585.91	1995.3667	2580.557	1635.5367	1501.55	1995.4617	1430.7947	1745.8	2125.9917	1830.7167	1820.9417	2302.2333	2726.0343	2148.9147	1896.7697	1677.1333	2261.4	2707.675	3133.1713	2228.5	1934.8167	2138.8623	9519.034	8121.6893	2304.9333	3071.7	7235.1083	3583.661	1754.0897	2190.2583	2597.7967	3412.3533	2375.985	2911.0137	7210.9947	8891.592	13691.169	4513.173	2463.7897	3287.89	4219.4767	1583.7743	1775.1257	1582.9463	1831.3667	2143.0483	3147.9077	1769.937	2342.4697	4178.8643	3719.103	3561.75	1563.9513	3650.8267	1446.5867	1802.6167	4208.4333	1470.6113	2112.95	1612.8733	2110.1367	3494.232	3751.4167	3246.5333	4602.81	2094.7563	3518.6667	2586.7133	2460.2313	2580.9697	2062.5	3074.3333	2343.998	2045.6333	1451.2833	1443.9333	1476.0333	1878.3003	1479.65	1524.2933	1540.4333	2097.937	1726.203	1818.0097	11193.063	2008.0667	2391.0243	2783.1733	2978.7663	4623.16	2023.592	5713.381	4606.5737	1967.8913	1855.1583	1714.426	5405.0433	3164.7167	2659.1	2518.0967	4258.5853	2217.7667	1451.7333	2589.9	2300.89	3027.767	2593.6	2121.4133	2879.193	2964.0	3162.6217
ko03450	11.3	0.0	13.2	13.2	0.0	2.0	0.0	35.0	2.8	71.0	11.1	2.0	11.8	3.6	4.4	23.7	40.8	93.1	11.9	28.966	0.0	3.666	0.0	29.1	0.734	58.9	0.666	62.0	10.8	687.375	370.3	30.9	1.9	14.8	9.7	14.4	0.8	242.2	1.1	26.3	0.8	0.0	0.0	23.2	0.0	20.4	2.4	0.0	0.6	64.7	19.666	0.0	0.0	32.2	52.7	114.8	0.0	0.0	0.0	0.0	0.0	48.534	0.0	6.2	0.0	88.0	18.8	4.7	0.0	15.9	11.7	4.8	0.0	17.2	2.7	0.0	10.5	30.8	7.0	1.7	0.0	10.4	9.7	0.0	0.0	1.5	3.0	3.6	28.3	0.0	31.1	1.3	0.0	2.8	0.6	8.1	0.0	0.0	3.2	2.6	0.0	3.134	615.325	611.601	6.6	0.8	85.166	39.234	0.0	0.0	87.4	0.0	13.9	7.8	0.0	2.4	13.2	3.2	0.0	0.0	0.0	0.0	16.4	1.134	3.0	5.1	0.0	21.5	2.8	9.034	10.9	0.0	0.0	0.0	1.2	32.7	7.6	1.2	7.1	2.1	4.2	5.066	16.4	0.0	54.8	0.0	0.0	10.1	7.8	15.3	0.6	0.0	12.2	0.0	0.0	0.0	0.0	7.7	0.0	6.4	0.0	1.4	4.1	8.6	82.3	0.0	0.0	4.8	5.6	4.5	14.8	24.6	0.0	14.9	0.0	22.2	1.0	2.0	184.6	167.6	6.134	20.0	1.6	40.4	24.8	0.4	1.8	10.6	16.8	0.0	32.134
ko04020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko04075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0909	0.0	0.0	0.0	0.0	0.0	0.1455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1091	0.0	0.0	0.0	0.2636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko04080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko04110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2885	0.0	0.0	0.0	0.0	0.0962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.6346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
