pathway	SRS011271	SRS013216	SRS013234	SRS013252	SRS013261	SRS011405	SRS011452	SRS013502	SRS013506	SRS017304	SRS011529	SRS013638	SRS013687	SRS013705	SRS013711	SRS013723	SRS013825	SRS014271	SRS014287	SRS014235	SRS014343	SRS014613	SRS014629	SRS014923	SRS015133	SRS015174	SRS015190	SRS015395	SRS015425	SRS015450	SRS015470	SRS015574	SRS015578	SRS015663	SRS015762	SRS015782	SRS015854	SRS015921	SRS015960	SRS016002	SRS016018	SRS016056	SRS016095	SRS016111	SRS044902	SRS016203	SRS016225	SRS016267	SRS016319	SRS016331	SRS016335	SRS016437	SRS016517	SRS016529	SRS016533	SRS016541	SRS016553	SRS016559	SRS016600	SRS016753	SRS011584	SRS011586	SRS016990	SRS016954	SRS017076	SRS017080	SRS017088	SRS017103	SRS017127	SRS017139	SRS017191	SRS017209	SRS017215	SRS017227	SRS017307	SRS017497	SRS017521	SRS017533	SRS017537	SRS017701	SRS017713	SRS017788	SRS017821	SRS017849	SRS017851	SRS018133	SRS018145	SRS018149	SRS018157	SRS018313	SRS018394	SRS018427	SRS018439	SRS018443	SRS018501	SRS018513	SRS018585	SRS018591	SRS018739	SRS018769	SRS018791	SRS018817	SRS019081	SRS019087	SRS019245	SRS019267	SRS019582	SRS019685	SRS019787	SRS019894	SRS019906	SRS019910	SRS049959	SRS049389	SRS047219	SRS050422	SRS042643	SRS053335	SRS020233	SRS020261	SRS020263	SRS020386	SRS020869	SRS021484	SRS021496	SRS021986	SRS022006	SRS022093	SRS022129	SRS022609	SRS022621	SRS022625	SRS022645	SRS023176	SRS023212	SRS023557	SRS023617	SRS023914	SRS023926	SRS023930	SRS023938	SRS024265	SRS024277	SRS024281	SRS024289	SRS024301	SRS024310	SRS024331	SRS024347	SRS024355	SRS024388	SRS024424	SRS024470	SRS024482	SRS024580	SRS024596	SRS024598	SRS024625	SRS024637	SRS024649	SRS058182	SRS058770	SRS057692	SRS047634	SRS045197	SRS051600	SRS044742	SRS043411	SRS051031	SRS049164	SRS048870	SRS052697	SRS054590	SRS043701	SRS043422	SRS047113	SRS062427	SRS062544	SRS063287	SRS064493	SRS064276	SRS063417	SRS065179	SRS062540	SRS065310	SRS064557	SRS065278	SRS064809	SRS063603	SRS065347	SRS063985
ko00121	2926.0	2087.5	126.0	5.0	151.0	5437.33	5165.0	118.0	32.0	10.67	2365.0	1560.7	1190.37	91.33	61.67	24.33	67.0	655.0	9856.7	2959.73	2733.0	2903.7	3906.0	2358.0	3430.67	194.67	4632.0	285.0	4625.0	2473.67	245.0	1.0	2973.4	3816.25	463.0	2935.08	4700.0	156.0	2754.1	215.67	3751.17	2120.87	1897.67	3174.0	3824.0	3111.0	172.0	3295.17	303.0	0.0	2418.03	2139.0	1102.0	302.0	47.0	7.0	765.16	4430.0	34.0	2530.8	6138.75	6064.5	2109.5	2692.5	113.0	113.2	7.0	2761.27	348.0	35.0	2628.67	124.33	177.0	22.33	894.5	107.5	3544.62	528.0	13.0	2956.0	155.0	19.0	2988.13	467.0	205.0	2583.67	74.67	18.0	56.0	2433.5	1.0	2223.0	97.67	46.0	57.67	31.0	623.0	127.0	262.0	3345.0	70.0	2491.27	2919.2	1947.66	3318.0	4152.0	5863.49	4075.3	2957.5	93.0	9.0	3576.1	1280.5	169.33	1063.67	9687.63	2375.67	5725.33	2883.97	145.0	343.0	671.67	1762.4	1618.93	62.0	15.0	485.67	1943.5	513.67	3970.25	260.67	104.0	663.0	4559.4	270.0	83.0	217.0	1580.0	91.0	89.0	34.0	3586.95	136.0	8.0	6.0	434.83	5278.0	2703.85	170.0	31.0	2475.6	942.0	43.0	155.0	85.0	155.0	206.0	2329.58	253.0	17.0	530.0	2681.0	76.67	22.67	70.67	35.0	3523.67	3768.4	3109.67	4854.8	2332.83	8055.77	9505.2	2326.67	243.0	31.67	7016.17	373.0	58.0	3.0	4523.5	3136.25	507.0	310.0	54.0	3897.33	102.0	142.0	35.67	4446.0	3668.67
ko00130	830.395	649.1625	235.9125	616.4	896.65	1354.714	1468.45	1302.625	566.3625	1433.375	993.09	359.9815	387.5825	427.4375	275.7675	745.45	524.0375	2073.475	1484.27	613.777	2.8	746.3115	10.3	158.7	532.9015	1062.05	1215.4165	432.345	39.4	5276.773	7177.953	782.841	670.515	888.4265	1150.2625	804.6855	1180.2	5457.209	763.9675	1543.15	997.147	653.8445	1042.09	87.35	98.45	741.975	1115.95	695.972	645.5	1218.7995	1245.5795	620.8	230.6415	1404.2375	527.75	742.9	923.122	0.8	186.8125	804.49	5.7875	1583.227	600.325	647.475	234.8375	601.2075	545.675	807.552	588.55	1064.9	660.0095	835.8125	531.55	730.5	246.5225	355.3	887.717	1336.2625	140.35	857.425	708.8125	679.375	858.068	898.455	846.725	829.3095	467.7375	590.25	877.05	562.425	673.35	490.6	975.654	298.0415	480.65	593.775	1087.6	751.0	805.3625	10.35	584.2875	642.498	5815.7285	4324.9055	32.5	1131.25	1420.923	1122.432	610.311	856.625	1131.425	1084.015	525.1275	1167.15	1493.59	1668.4455	2660.363	1293.3475	626.512	1672.535	2007.025	856.5	467.5965	497.579	592.8875	179.1	1651.05	506.025	1190.75	1041.3435	1112.525	773.0625	771.4745	1365.68	738.15	756.4375	1252.0375	263.6725	688.175	759.8	992.625	1007.7015	1844.0625	365.75	2138.675	1152.922	0.0	841.8425	454.8915	1037.125	781.21	1533.7	574.7665	971.35	526.2625	798.8	834.8	611.478	396.2125	557.95	794.0	816.875	676.8	579.825	4308.3375	987.6	48.35	848.11	801.772	1022.769	613.1905	1293.1745	2151.28	623.4845	647.45	752.725	1890.986	893.7875	848.2	988.825	1055.782	94.9625	655.2	665.4	734.875	1098.928	737.4625	555.85	1045.7125	0.0	686.887
ko00140	126.7778	205.1667	2.7778	2.6111	0.0	363.2406	360.6667	0.0	1.3889	0.0	115.4444	69.0483	54.7194	17.0	8.4444	0.0	4.5556	0.0	354.6667	131.6889	0.0	167.0833	0.0	23.6667	89.7594	13.5556	307.7222	0.0	0.0	34.4028	46.2778	0.0	134.8889	159.7317	30.1111	133.6389	274.7778	9.5	201.6861	31.7222	245.7639	123.3444	137.1067	0.0	0.0	170.0278	0.0	292.1528	18.1944	10.3333	151.4972	141.7778	46.5	1.7222	0.0	0.0	0.0	0.0	1.1667	165.9889	0.9444	357.4072	133.5278	151.0278	0.0	0.0	0.0	173.3806	0.0	0.0	162.1667	6.3889	1.1667	6.4444	28.0417	1.7778	187.7917	0.0	0.7778	139.0278	0.0	0.0	161.6972	1.5	1.3889	184.0833	5.1667	0.4444	1.9444	204.7222	0.0	106.3333	12.0	1.1111	26.3889	10.0	0.0	0.0	22.4167	0.0	0.0	161.9222	1017.0883	25.9356	0.0	266.2222	267.0833	228.5444	234.7267	0.0	0.0	202.7056	48.8472	4.5833	0.0	282.1111	87.4167	373.1161	116.5306	0.0	0.0	0.0	82.615	91.0333	12.2778	0.0	0.3889	116.9444	1.7778	159.9444	44.8889	0.0	0.5556	295.5667	5.8333	8.3333	51.0278	30.0694	13.5	0.0	0.0	199.8722	15.8333	0.0	0.0	10.5556	0.0	172.825	9.0	0.0	228.7222	0.0	1.0556	0.0	0.0	0.0	0.0	135.3194	5.5556	0.0	0.0	179.8056	1.2778	4.8889	40.6111	0.9722	2.5556	230.5111	157.5694	199.1694	113.3333	432.7944	349.9222	135.0556	0.3611	0.4444	502.4817	47.9167	2.3889	0.0	202.185	7.1667	2.8333	0.0	0.0	248.4306	19.8056	0.0	6.8333	0.0	118.4817
ko00190	1083.3845	701.5313	260.3641	533.6505	941.2913	1512.5128	1545.1362	877.2136	335.4417	1164.6232	1073.8515	581.1171	498.9334	506.2292	328.8281	561.7088	388.5388	1779.2282	2959.5136	901.0196	287.7087	942.0372	412.2524	902.4129	1108.0542	866.4261	1291.799	506.1573	615.7767	4131.9699	5548.3912	654.1224	936.6534	1271.9917	940.4854	1129.6029	1538.2961	3361.8831	769.4976	1163.062	928.6945	680.1823	1081.7278	381.2427	626.8252	1016.9269	725.9417	703.6896	805.8981	939.9088	1424.5172	662.1456	460.8928	645.9515	346.6893	546.5922	867.6404	559.9806	252.4417	773.4466	598.7767	1885.4062	667.9369	806.5871	329.934	409.7757	496.2573	858.9857	632.1049	846.7825	786.7166	606.9671	272.4854	545.6817	318.0296	444.7767	1159.9089	1007.0563	320.9612	872.7379	536.599	557.7864	965.2279	897.4408	868.3689	775.2015	319.9455	294.5534	592.1942	733.9223	531.2427	814.1456	816.8481	356.8103	518.3921	502.1893	722.4175	864.0485	906.9906	426.1262	590.1214	836.3882	4227.6029	3443.5192	360.8738	1185.3495	2374.4588	1300.6334	630.1196	614.6262	758.5835	1181.5922	764.0675	731.904	1979.2168	3241.7944	3746.4932	1647.2445	816.8061	1860.3573	2276.4097	617.6058	627.6835	577.7856	464.6553	299.5854	994.868	590.3007	981.7708	1370.9248	984.3582	599.3252	634.7507	1409.9553	707.8583	514.4951	1062.1699	449.7726	535.4709	346.8039	647.5961	1246.6755	825.6019	426.0049	1186.633	785.7508	666.1553	955.1262	494.6744	802.4935	824.3223	1394.8398	436.5433	1045.7282	376.9175	834.4951	853.8058	721.5944	441.9466	434.6524	780.7816	792.8492	425.1397	478.9921	3372.1111	715.9272	434.7612	987.1029	1024.0149	1629.3855	755.1769	2006.3079	1676.8133	713.5027	538.5777	495.4089	2136.8176	968.2379	553.1068	765.0786	1569.0951	388.301	517.8252	683.5728	575.9942	1197.9949	780.466	477.8117	854.8538	556.0485	1119.5026
ko00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	579.7022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4073.47	5009.6778	0.0	0.0	0.0	0.0	570.2812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	677.7422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	733.5347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	556.5375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	981.3638	0.0	0.0	0.0	0.0	0.0
ko00196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.7143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.8571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0
ko00230	1834.4076	985.5871	596.1744	1186.5588	993.0	2293.3038	2367.4466	1976.5084	772.6513	2259.045	1832.4454	1004.2307	873.4165	1123.2416	838.6912	1184.495	1401.4559	3849.2206	4883.7731	1498.7872	1204.9496	1433.8227	1681.4874	1624.539	1811.4855	1733.6954	1977.4358	1141.2227	1630.1429	6319.5134	9026.9192	1342.8417	1493.3277	2163.3859	1929.6029	1955.6278	2431.6155	7748.4159	1182.292	2024.9496	1470.3355	1044.3461	1472.7037	1390.084	2054.2605	1566.3476	1395.7731	1109.4238	1691.1681	1837.808	1723.0183	956.5042	823.5884	1920.979	1292.2773	1235.3235	1128.8679	1527.1597	856.9769	1206.605	2524.9643	3036.594	1020.5168	1215.0913	733.5311	977.3109	1091.021	1374.6486	1621.1076	1678.7739	1237.3556	1181.4916	708.1429	974.3349	562.0525	1021.7017	1831.3395	2406.5613	1366.3319	1296.8739	872.1845	1132.7332	1481.4628	1014.7941	920.3655	1136.5297	816.8277	1025.8487	1201.7584	1081.3487	1078.8214	1344.937	1499.0975	1295.7592	1071.7521	964.7899	1469.437	1637.395	1859.1924	1157.0	1167.7038	1236.7422	6054.6235	5353.3826	1424.4202	1751.1345	4175.2716	2031.4506	985.218	1292.0441	1579.2697	1924.8067	1325.9055	1664.2059	4313.3147	5213.2548	8178.1685	2629.3024	1382.9868	1988.5252	2536.1824	1056.3219	1026.0603	906.8652	1035.8908	1322.0529	2180.4564	1011.0871	1506.8613	2387.4655	2127.1239	2147.5567	907.0461	2087.7143	863.7933	1043.6176	2427.979	845.5117	1203.2899	934.4857	1233.8542	1945.7206	2153.2017	1987.4391	2742.9618	1421.3588	1818.4706	1492.5777	1481.3202	1517.7201	1215.1345	1861.3319	1394.1878	1243.8067	834.7248	884.5462	910.3613	1060.4397	890.5987	925.9218	950.1155	1202.1753	965.5798	1031.845	6440.3034	1243.6933	1376.469	1559.2471	1676.47	2625.1346	1163.4649	3283.8565	2629.4879	1127.1486	1065.771	986.8726	3173.8066	1822.5672	1666.8529	1641.4756	2485.2392	1381.2458	891.9328	1578.355	1389.6088	1739.5552	1548.7059	1281.1143	1672.8639	1543.5798	1727.5388
ko00240	2440.452	1275.3907	785.4833	1545.3667	1318.0	3008.2203	3049.566	2551.28	997.9167	2791.6989	2493.4373	1369.9116	1183.8713	1493.5504	1141.4376	1510.6257	1888.4833	5106.7167	6639.8067	1991.4293	1590.4267	1907.8435	2177.8267	2282.8127	2540.8989	2220.5829	2602.6161	1469.0547	2565.2933	7415.6239	11092.9621	1727.292	1951.98	2971.2523	2581.76	2593.8972	3226.35	9840.6961	1598.976	2604.1563	2019.0241	1363.1095	2051.6591	1777.3867	2564.0667	2069.314	1831.4733	1445.8775	2196.6133	2275.0312	2480.764	1232.4533	1133.5005	2482.5933	1727.5867	1548.2333	1447.9695	2422.88	1171.15	1556.168	3267.1	4156.5816	1336.28	1608.8007	961.116	1256.84	1418.0	1815.8635	2230.0773	2165.8547	1621.2568	1545.2604	913.6933	1282.8884	770.856	1275.4	2432.5721	3156.684	1889.0733	1701.76	1103.806	1501.71	1945.7839	1320.4147	1214.58	1509.5381	1093.0563	1374.4267	1585.5133	1419.84	1425.5133	1798.7867	1970.4545	1772.7516	1465.8796	1303.28	1679.0933	2158.77	2457.0593	1827.3333	1544.75	1667.9173	6689.2743	6310.4337	1841.3733	2268.48	5663.6464	2775.3313	1341.9984	1682.54	2008.948	2537.556	1868.0307	2182.8204	5779.4583	6775.9492	10881.6748	3474.1985	1916.2321	2663.276	3388.276	1250.0505	1381.8996	1219.1091	1379.0133	1824.334	2418.1705	1365.534	1845.6329	3215.6165	2816.9963	2914.07	1103.5189	2704.512	1097.1787	1335.22	3212.8467	1166.7953	1576.88	1235.5573	1577.0887	2659.1308	2807.4867	2733.9633	3492.886	1646.724	2885.3067	1959.5593	2018.7016	1953.28	1595.92	2256.88	1880.5983	1653.5333	1091.27	1172.4267	1201.4267	1419.4925	1189.6033	1196.2093	1232.05	1612.4673	1265.4396	1376.9003	8305.7789	1441.1533	1965.4639	2089.1387	2263.3775	3602.5885	1578.8692	4426.4248	3463.6367	1492.0241	1426.6	1300.6149	4204.4924	2445.6533	2184.58	1966.7547	3354.4016	1768.3	1079.3733	2084.43	1809.1873	2264.2492	2025.64	1683.3813	2235.0069	2428.1467	2428.9329
ko00250	4138.7333	2458.7115	814.8796	1784.2222	1674.8519	5766.02	5752.7422	2715.3519	1059.3519	3396.0337	3957.9111	2236.8889	1860.1156	1731.4737	1248.4781	1745.3441	1911.5278	5797.2037	10747.0111	3430.5015	1527.6296	3368.2352	2104.8148	3356.1496	3871.7889	2591.0941	5172.1893	1586.537	2467.2593	9763.0815	13875.1711	2008.1574	3612.0963	4661.6333	2978.6019	4185.4222	5494.4815	10611.1341	2894.1222	3145.4522	3684.8496	2878.3348	3296.1604	1800.4815	2656.7037	3668.6281	2061.6296	2831.2941	2561.4259	2797.7507	3611.0256	2498.1111	1795.6648	2456.6296	1741.2963	1775.1481	1761.1311	2298.5185	1136.1019	3149.0519	3184.6111	7085.133	2548.4259	3004.3874	1030.8741	1455.5574	1698.1296	3345.1507	2407.6222	2544.1111	3019.1967	1846.7948	913.9259	1490.1115	1278.5148	1255.9815	4278.293	3373.8241	1824.037	3176.3889	1341.9907	1688.463	3600.9863	1693.3778	1569.037	2898.9222	1166.9244	1335.3704	1781.213	2609.4259	1585.4537	3013.0	2326.8922	1772.19	1658.8411	1459.0	2213.0	2501.7222	2884.6496	1742.1111	1723.9815	2996.9244	10924.3459	8288.7522	1816.6667	4466.8889	8941.9333	4695.6237	2439.6707	1813.6667	2375.9	4659.2556	2672.8556	2380.3441	6706.3433	11289.8122	13457.0081	6187.9711	3140.0248	3312.6074	4129.3185	1611.2915	2269.9341	2243.1019	1542.1944	1755.413	3332.2174	2270.1652	2358.7422	5514.3719	3190.3226	2860.287	1372.6267	5476.3111	1480.4889	1502.2685	3530.9074	1653.6274	1798.8519	1281.8296	1772.7926	4431.1667	2868.3796	2623.463	3833.6148	2238.1896	2736.7407	3613.1963	2093.3937	2378.4459	3009.4593	2963.963	1893.5233	1995.7778	1197.2963	1489.3333	1532.0	2702.4252	1315.037	1397.5222	1504.5	2954.943	1388.9152	1529.9893	9808.3004	1981.3333	1922.5322	3830.1407	3797.4359	6038.9296	2694.7678	7552.1856	6521.4207	2680.9544	1604.8796	1473.303	7675.9011	2904.1204	2452.2222	2513.263	5448.8533	1788.6111	1323.8148	2205.9815	1899.337	4495.1504	2296.5926	1755.2519	2470.5819	2305.3333	3728.3956
ko00260	2334.4235	1342.9718	693.0662	1388.1912	1535.0294	3078.1644	3190.5797	2322.1176	906.1985	2770.3012	2305.5235	1295.505	1105.1021	1225.1976	906.1729	1428.2562	1601.0147	4500.9632	6246.4529	1930.9965	577.5588	1842.8809	833.0294	2011.7121	2236.9232	2051.91	2649.0571	1370.8029	610.4706	8454.5238	11712.6018	1607.7121	1913.6412	2755.2529	2217.9265	2486.5088	3138.4191	9098.4165	1584.2353	2430.7288	1972.8106	1400.5606	1889.3712	798.9412	944.2353	2042.4791	1644.3088	1532.5018	1890.1324	2279.6847	2159.0774	1280.5588	1043.5868	2254.2574	1517.5882	1619.8382	1653.5841	522.5294	906.9779	1611.5588	1268.7794	3927.5056	1322.4706	1583.435	860.7265	1282.9162	1293.7353	1787.3032	1944.4941	2029.3853	1647.0815	1341.6756	771.4118	1187.0021	694.2412	620.0147	2349.7806	2647.4794	1455.2794	1691.5735	1057.0426	1298.3456	1935.7629	1551.3559	1425.4265	1503.7015	864.2141	1137.6471	1434.1618	1452.8382	1324.6029	1750.6912	1726.615	1422.2685	1199.3685	1124.3529	1846.1471	1876.1544	2109.0062	409.3529	1383.2132	1659.2094	9845.4835	7133.4303	765.7059	2321.8824	5508.3812	2708.2091	1334.6012	1514.7794	2058.4735	2588.8706	1743.7588	1899.5432	5017.8191	6476.1335	9283.2597	3414.6121	1786.6488	2925.8441	3569.3735	1440.8053	1334.3779	1203.5882	1156.7206	1430.4426	2680.9229	1341.1556	2032.5303	3096.0591	2400.6259	2352.5368	1299.0156	2740.1588	1278.4529	1246.4265	2702.0147	943.5562	1343.2794	1065.5824	1525.5632	2518.6588	2489.4853	2140.3603	3245.675	1834.9985	0.0	1923.8235	1653.3935	1828.4488	1654.9176	2595.0588	1536.3715	1783.8824	907.6838	1359.7353	1419.2059	1408.7262	986.7426	1113.0647	1384.2574	1600.5526	1071.4862	1162.7671	7655.8626	1589.6029	638.4818	2080.9353	2162.09	3370.7412	1514.2188	4208.3226	3444.9909	1484.9871	1171.7206	1193.6306	4241.3271	2148.1324	2188.4265	2174.9294	3137.2562	788.4853	1165.0294	1843.2868	1650.6368	2309.0865	1817.3235	1443.2529	2015.5244	0.0	2181.56
ko00270	2709.2727	1317.4427	791.697	1550.3333	927.7273	3209.5845	3131.0118	2585.1212	998.947	2864.7736	2505.5909	1506.2661	1251.3682	1490.5294	1108.0615	1492.4718	1769.6667	5075.4091	7547.8879	2223.3655	889.3939	2019.1655	1232.4545	2700.9664	2710.35	2310.713	2700.2355	1495.2909	1168.6364	7628.3594	11668.2676	1745.2773	2065.7152	3129.4773	2415.1591	2862.513	3415.1667	9665.7421	1697.9394	2739.3873	2059.0973	1429.3245	1951.4121	1053.4848	1812.7879	2301.473	1713.8182	1612.7639	2287.697	2265.71	2218.5321	1285.303	1287.8006	2383.7727	1618.4545	1494.7273	1164.0361	1074.7273	1125.4167	1612.6667	1871.7273	4378.3318	1356.5152	1747.7155	1046.9485	1256.9182	1459.1818	1926.5821	2151.8545	2173.8606	1725.897	1508.8476	878.2424	1246.8203	825.7576	975.6364	2574.1509	2966.4106	1809.7576	1735.9848	1237.5697	1442.3182	2041.0694	1013.5	892.803	1495.9642	906.3418	1320.303	1517.6212	1605.9091	1425.8939	2005.0	1966.5773	1712.4321	1458.1373	1172.1061	1555.7576	2322.2273	2483.2467	819.5152	1669.5833	1809.7861	8305.2464	6390.39	1077.7273	2393.1515	6419.1558	2961.2115	1476.7306	1732.7121	1944.4424	2689.7303	1968.9394	1987.1052	6132.0685	7832.3785	11222.4536	3863.3012	2079.87	1856.803	2405.597	1147.3042	1478.4242	1262.1521	1302.5455	1735.4182	2462.3952	1492.4427	1606.5161	3455.6964	2853.4706	2725.6591	1140.4461	2641.297	923.4727	1373.5076	3203.0758	1099.4361	1567.1061	1065.5394	1524.5939	2707.6033	2589.6212	2562.4394	3354.3879	1561.4497	1279.5152	2075.25	1938.3564	1997.6491	1660.5879	2249.5152	1724.3109	1249.0	1147.0758	838.2727	862.6364	1501.1376	1176.9394	1212.5848	948.3182	1642.1094	1138.6373	1286.51	8432.7539	1340.8788	1025.4861	2308.9152	2388.0518	3894.8636	1698.5542	5018.4212	3573.8548	1550.4155	1308.9091	1228.0742	4402.9121	2594.8636	2054.9697	2003.0424	3613.7342	1057.9394	1062.5152	2115.5758	1786.9818	2418.4027	2148.2879	1669.497	2144.2418	1088.4242	2482.3839
ko00280	680.2724	571.6	251.8448	597.2931	725.4138	1172.5272	1273.8397	759.3103	293.0431	1321.6124	677.9241	423.7166	346.2838	409.0859	324.2797	668.6617	547.3621	1597.5086	1912.7517	597.8952	301.6897	638.2221	411.931	506.0983	637.0166	780.0434	979.9479	591.6069	401.9655	5013.0269	6673.4124	693.0893	612.2793	891.6672	756.3621	782.5707	1068.1983	3252.5417	613.1207	818.9314	724.639	471.1734	798.5193	500.4483	498.6552	665.6776	571.7241	650.3286	622.7069	1072.0628	953.2055	484.7241	275.2003	701.2328	526.0	691.2931	834.671	0.0	299.0	625.5517	636.0862	1345.4321	478.931	551.4534	310.7534	561.6569	543.5862	645.5959	999.9793	941.4241	586.8234	447.8876	205.5862	572.5703	198.1448	201.8621	824.651	916.8328	493.0862	672.9483	332.1759	500.1983	700.5852	742.5897	669.7069	577.9028	315.1297	347.2414	587.4224	582.8103	606.0948	558.2759	638.2641	474.6086	369.5176	429.7241	893.1724	572.8103	700.8741	247.2414	458.5517	606.329	8607.3393	4475.1317	414.1724	914.1724	1819.0207	943.7483	551.4645	443.2672	930.8897	932.4103	608.3034	653.4307	1607.9376	1834.2645	2897.6717	1143.4948	573.2597	1399.8172	1769.6931	646.5348	466.5752	403.0338	388.9569	440.7552	962.7245	456.35	879.5521	1000.4038	776.8193	719.5517	647.4538	1014.7517	722.1448	448.3879	880.4224	340.2776	442.431	256.1517	739.8776	827.4945	675.4741	634.2155	1214.7534	738.2197	0.0	677.8448	600.2897	803.7241	692.1517	1210.6207	510.8672	829.1724	267.6379	643.6207	671.5517	510.9645	310.3793	467.6241	699.7845	615.5914	366.9141	400.109	3139.8883	686.431	344.3107	743.2483	726.0872	1088.321	514.7403	1386.0176	1571.0317	537.2769	396.0776	543.309	1619.1745	667.819	996.2586	1068.4931	993.1666	516.431	548.5172	714.9569	629.6569	862.4645	617.7155	494.7517	778.3159	312.6552	681.1093
ko00281	203.375	255.375	35.25	176.0	522.875	552.4162	601.625	151.875	97.125	589.6875	266.0	133.3375	0.0	30.3125	25.375	222.875	115.375	426.875	0.0	219.7162	0.0	275.2375	0.0	39.125	195.8738	229.125	461.5625	160.5	113.75	3009.0562	3933.75	215.0625	250.75	0.0	139.8125	238.8538	414.0	1393.425	273.2312	263.375	347.8025	234.6088	273.8025	255.125	0.0	271.3125	134.25	0.0	40.625	487.5	222.41	267.75	0.0	83.375	130.75	307.5	0.0	0.5	17.5	307.475	1.5	550.75	234.3125	256.4375	9.25	251.3125	173.4375	280.44	225.25	355.0	0.0	131.0	25.0	341.375	60.9688	28.125	0.0	121.5	24.25	355.5625	114.25	135.9375	334.735	452.375	457.625	318.2712	26.0	21.5	246.75	0.0	242.125	189.5	174.8125	44.9375	30.75	129.9375	318.0	8.875	89.5	26.0	7.25	264.2838	8081.6388	0.0	80.5	526.5	461.4362	398.475	230.8438	17.375	439.8125	398.3375	0.0	94.25	40.8962	505.4162	115.875	477.8012	216.59	977.875	1112.75	180.625	203.6125	181.8662	42.4375	5.75	177.9375	175.875	383.125	344.75	93.75	32.125	547.835	560.65	607.25	125.5	52.625	93.6562	68.3125	66.875	323.4375	396.0875	77.75	2.625	345.1875	292.165	0.0	296.1062	89.875	331.0625	315.75	0.0	64.75	520.625	43.0	447.0	465.75	247.26	3.375	140.875	331.625	314.9375	63.875	113.625	1653.9375	497.5625	4.375	314.725	263.99	366.3812	224.6662	495.9212	676.675	225.9588	123.5	251.0625	749.0838	92.625	479.75	469.6875	0.0	234.25	331.875	119.1875	153.8125	462.885	27.0625	73.75	250.25	0.0	257.6688
