	mean_EC
EC:5.1.1.18	0.0141
EC:5.1.1.19	3e-04
EC:5.1.1.3	0.94625
EC:5.1.1.4	0.09705
EC:5.1.1.7	0.8935
EC:5.1.1.8	0.1226
EC:5.1.2.2	0.0146
EC:5.1.2.3	0.69345
EC:5.1.3.1	1.11985
EC:5.1.3.10	0.0627
EC:5.1.3.13	0.8433
EC:5.1.3.14	0.8523
EC:5.1.3.15	0.30865
EC:5.1.3.17	2e-04
EC:5.1.3.18	7e-04
EC:5.1.3.2	2.0295
EC:5.1.3.20	0.33505
EC:5.1.3.22	0.14585
EC:5.1.3.23	0.0421
EC:5.1.3.24	0.11105
EC:5.1.3.25	0.10205
EC:5.1.3.27	0.00035
EC:5.1.3.29	0.2418
EC:5.1.3.3	1.04475
EC:5.1.3.30	0.086
EC:5.1.3.31	0.086
EC:5.1.3.32	0.3793
EC:5.1.3.4	0.61475
EC:5.1.3.5	0.02805
EC:5.1.3.6	0.35255
EC:5.1.3.7	0.08245
EC:5.1.3.8	0.0459
EC:5.1.3.9	0.3939
EC:5.1.99.1	0.3403
EC:5.1.99.3	0.2015
EC:5.1.99.4	0.1854
EC:5.1.99.6	0.48115
EC:5.2.1.1	0.18435
EC:5.2.1.13	0.02705
EC:5.2.1.2	0.1562
EC:5.2.1.4	0.25455
EC:5.2.1.8	5.747
EC:5.3.1.1	1.10405
EC:5.3.1.12	0.3917
EC:5.3.1.13	0.7689
EC:5.3.1.14	0.28815
EC:5.3.1.16	0.79985
EC:5.3.1.17	0.2859
EC:5.3.1.22	0.5798
EC:5.3.1.23	0.36455
EC:5.3.1.24	0.9588
EC:5.3.1.25	0.18505
EC:5.3.1.26	0.1906
EC:5.3.1.27	0.18435
EC:5.3.1.28	0.54745
EC:5.3.1.29	0.01435
EC:5.3.1.30	0.26555
EC:5.3.1.31	0.07645
EC:5.3.1.4	0.3198
EC:5.3.1.5	0.4501
EC:5.3.1.6	1.32915
EC:5.3.1.8	1.0791
EC:5.3.1.9	1.13855
EC:5.3.2.1	0.00055
EC:5.3.2.5	0.05175
EC:5.3.2.6	0.6373
EC:5.3.2.8	0.0624
EC:5.3.3.1	0.07625
EC:5.3.3.10	0.27535
EC:5.3.3.14	0.3666
EC:5.3.3.17	0.11065
EC:5.3.3.18	0.53635
EC:5.3.3.2	0.56755
EC:5.3.3.3	0.03775
EC:5.3.3.4	0.14345
EC:5.3.3.8	0.2631
EC:5.3.4.1	0.5086
EC:5.3.99.10	0.04965
EC:5.3.99.11	0.10925
EC:5.3.99.2	0.00295
EC:5.3.99.3	0.00115
EC:5.3.99.7	0.0013
EC:5.3.99.8	5e-05
EC:5.4.1.3	0.0347
EC:5.4.2.10	0.9171
EC:5.4.2.11	0.8753
EC:5.4.2.12	2.26555
EC:5.4.2.2	1.0581
EC:5.4.2.3	0.00025
EC:5.4.2.6	0.24405
EC:5.4.2.7	0.4954
EC:5.4.2.8	1.0463
EC:5.4.2.9	0.0686
EC:5.4.3.2	0.1959
EC:5.4.3.3	0.0555
EC:5.4.3.5	0.0231
EC:5.4.3.8	1.0552
EC:5.4.4.2	0.7528
EC:5.4.4.7	0.00015
EC:5.4.99.1	0.1079
EC:5.4.99.12	1.0706
EC:5.4.99.15	0.25355
EC:5.4.99.16	0.28945
EC:5.4.99.17	0.10635
EC:5.4.99.18	0.95675
EC:5.4.99.19	0.67735
EC:5.4.99.2	0.84915
EC:5.4.99.20	0.39535
EC:5.4.99.21	0.4282
EC:5.4.99.22	0.9818
EC:5.4.99.23	1.65395
EC:5.4.99.24	0.5633
EC:5.4.99.25	0.96655
EC:5.4.99.26	0.25655
EC:5.4.99.27	0.3431
EC:5.4.99.28	0.77305
EC:5.4.99.29	0.77305
EC:5.4.99.30	5e-05
EC:5.4.99.37	5e-05
EC:5.4.99.42	1e-04
EC:5.4.99.5	1.4816
EC:5.4.99.58	0.0053
EC:5.4.99.60	0.3766
EC:5.4.99.61	0.3766
EC:5.4.99.62	0.38685
EC:5.4.99.7	0.00255
EC:5.4.99.8	1e-04
EC:5.4.99.9	0.29885
EC:5.5.1.1	0.15155
EC:5.5.1.13	1e-04
EC:5.5.1.16	0.00115
EC:5.5.1.18	0.00225
EC:5.5.1.19	0.1248
EC:5.5.1.2	0.248
EC:5.5.1.23	0.0013
EC:5.5.1.24	0.00885
EC:5.5.1.26	0.0013
EC:5.5.1.4	0.19715
EC:5.5.1.7	0.00275
EC:5.5.1.9	0.00065
EC:5.99.1.2	2.0588
EC:5.99.1.3	2.34215
EC:5.99.1.4	0.00165
EC:6.1.1.1	1.08655
EC:6.1.1.10	1.0981
EC:6.1.1.11	1.036
EC:6.1.1.12	1.02885
EC:6.1.1.13	0.3535
EC:6.1.1.14	1.6837
EC:6.1.1.15	1.0654
EC:6.1.1.16	1.0593
EC:6.1.1.17	1.01285
EC:6.1.1.18	0.51175
EC:6.1.1.19	1.07475
EC:6.1.1.2	1.1707
EC:6.1.1.20	2.0329
EC:6.1.1.21	1.0385
EC:6.1.1.22	0.58205
EC:6.1.1.23	0.0464
EC:6.1.1.24	0.2214
EC:6.1.1.26	0.0022
EC:6.1.1.27	0.0066
EC:6.1.1.3	1.09825
EC:6.1.1.4	1.0352
EC:6.1.1.5	1.0507
EC:6.1.1.6	1.5316
EC:6.1.1.7	1.16165
EC:6.1.1.9	1.03335
EC:6.1.2.1	0.0153
EC:6.2.1.1	1.36445
EC:6.2.1.12	0.0093
EC:6.2.1.13	0.02455
EC:6.2.1.14	0.05615
EC:6.2.1.16	0.2315
EC:6.2.1.17	0.2946
EC:6.2.1.18	0.0023
EC:6.2.1.19	0.00665
EC:6.2.1.2	0.00435
EC:6.2.1.20	0.2539
EC:6.2.1.22	0.2165
EC:6.2.1.25	0.04175
EC:6.2.1.26	0.4599
EC:6.2.1.27	0.0106
EC:6.2.1.3	2.0504
EC:6.2.1.30	0.65315
EC:6.2.1.31	0.01615
EC:6.2.1.32	0.08485
EC:6.2.1.34	0.1271
EC:6.2.1.36	0.00475
EC:6.2.1.39	0.001
EC:6.2.1.4	0.0013
EC:6.2.1.40	0.0057
EC:6.2.1.45	0.00045
EC:6.2.1.5	1.64735
EC:6.2.1.9	0.0407
EC:6.3.1.1	0.2911
EC:6.3.1.10	0.52615
EC:6.3.1.11	0.1166
EC:6.3.1.12	0.0688
EC:6.3.1.13	0.0978
EC:6.3.1.15	3e-04
EC:6.3.1.17	0.0011
EC:6.3.1.2	2.0236
EC:6.3.1.5	0.70205
EC:6.3.1.8	0.125
EC:6.3.2.1	0.8176
EC:6.3.2.10	1.0259
EC:6.3.2.11	0.00015
EC:6.3.2.12	1.0533
EC:6.3.2.13	1.0467
EC:6.3.2.17	1.0533
EC:6.3.2.2	0.6685
EC:6.3.2.20	0.00585
EC:6.3.2.25	0.00215
EC:6.3.2.26	5e-04
EC:6.3.2.29	0.13705
EC:6.3.2.3	0.493
EC:6.3.2.30	0.13705
EC:6.3.2.31	0.10775
EC:6.3.2.32	0.01955
EC:6.3.2.33	0.00475
EC:6.3.2.34	0.10775
EC:6.3.2.35	0.01065
EC:6.3.2.36	0.0197
EC:6.3.2.38	0.0596
EC:6.3.2.39	0.0588
EC:6.3.2.4	1.30945
EC:6.3.2.41	0.0011
EC:6.3.2.42	0.00015
EC:6.3.2.43	0.028
EC:6.3.2.49	0.00665
EC:6.3.2.5	1.00755
EC:6.3.2.6	1.0068
EC:6.3.2.7	0.0891
EC:6.3.2.8	1.00165
EC:6.3.2.9	0.9858
EC:6.3.3.1	0.98075
EC:6.3.3.2	0.8782
EC:6.3.3.3	0.8165
EC:6.3.3.4	0.0012
EC:6.3.3.5	0.00185
EC:6.3.3.6	0.00185
EC:6.3.4.10	0.00155
EC:6.3.4.11	0.00155
EC:6.3.4.13	1.0116
EC:6.3.4.14	1.28455
EC:6.3.4.15	1.01135
EC:6.3.4.16	1e-04
EC:6.3.4.18	0.84885
EC:6.3.4.19	1.02185
EC:6.3.4.2	1.0033
EC:6.3.4.20	0.67945
EC:6.3.4.21	0.90495
EC:6.3.4.22	0.02255
EC:6.3.4.23	0.02455
EC:6.3.4.3	0.45
EC:6.3.4.4	1.052
EC:6.3.4.5	0.9155
EC:6.3.4.6	0.18785
EC:6.3.4.9	0.00155
EC:6.3.5.1	0.4232
EC:6.3.5.10	0.48475
EC:6.3.5.11	0.4354
EC:6.3.5.2	1.39675
EC:6.3.5.3	1.799
EC:6.3.5.4	1.14495
EC:6.3.5.5	2.20665
EC:6.3.5.6	2.69955
EC:6.3.5.7	2.74595
EC:6.3.5.9	0.4354
EC:6.4.1.1	0.5147
EC:6.4.1.2	3.0131
EC:6.4.1.3	0.846
EC:6.4.1.4	0.59395
EC:6.4.1.5	0.1258
EC:6.4.1.6	0.0569
EC:6.4.1.8	0.0053
EC:6.5.1.1	0.8442
EC:6.5.1.2	1.21
EC:6.5.1.3	0.3797
EC:6.5.1.4	0.13425
EC:6.5.1.5	0.00345
EC:6.5.1.6	0.35835
EC:6.5.1.7	0.35835
EC:6.6.1.1	0.4063
EC:6.6.1.2	0.562
